?,L2,L,U2,U,I2,I,R,Word,UKPhonetics,USPhonetics,Paraphrase,
0,15,14,09,8,09,8,0.602457942,metaphysical,[metəˈfɪzɪk(ə)l],[ˌmɛtəˈfɪzɪkl],哲学上的，理论上的；非尘世的,
0,15,14,09,8,10,9,0.223379248,meteoric,[ˌmiːtɪˈɒrɪk],[ˌmitɪˈɔrɪk],流星般迅速而短暂的,
0,15,14,10,9,01,0,0.442314179,methodical,[mɪˈθɒdɪk(ə)l],[məˈθɑdɪkl],井然有序的，有条理的,
0,15,14,10,9,02,1,0.951265584,meticulous,[məˈtɪkjələs],[məˈtɪkjələs],极为谨慎的,
0,15,14,10,9,03,2,0.611466975,mettle,[ˈmet(ə)l],[ˈmɛtl],勇气；毅力，耐力,
0,15,14,10,9,04,3,0.805736302,miff,[mɪf],[mɪf],使恼怒,
0,15,14,10,9,05,4,0.408425421,migratory,[ˈmaɪgrət(ə)rɪ],[ˈmaɪɡrətɔri],迁移的,
0,15,14,10,9,06,5,0.016707782,milk,[mɪlk],[mɪlk],榨取(财富、信息等),
0,15,14,10,9,07,6,0.008684343,mime,[maɪm],[maɪm],模仿,
0,15,14,10,9,08,7,0.859479267,mimic,[ˈmɪmɪk],[ˈmɪmɪk],仿真的，伪造的；模仿,
0,15,14,10,9,09,8,0.411213079,minatory,[ˈmɪnətəri],[ˈmɪnətɔːri],带来威胁的，有凶兆的,
0,15,14,10,9,10,9,0.747462086,ministration,[ˌmɪnɪsˈtreɪʃən],[ˌmɪnɪsˈtreɪʃən],帮助,
0,16,15,01,0,01,0,0.111291363,mingle,[ˈmɪŋg(ə)l],[ˈmɪŋɡl],混合，结合,
0,16,15,01,0,02,1,0.206085895,minimize,[ˈmɪnɪmaɪz],[ˈmɪnɪmaɪz],将...减到最少；刻意低估,
0,16,15,01,0,03,2,0.348409517,mint,[mɪnt],[mɪnt],无损坏的,
0,16,15,01,0,04,3,0.337034842,miniscule,[ˈmɪnɪskjuːl],[ˈmɪnəˌskjuːl],极小的,
0,16,15,01,0,05,4,0.830985332,minute,[ˈmɪnɪt],[ˈmɪnɪt],仔细的，谨小慎微的；小的，不重要的,
0,16,15,01,0,06,5,0.815379251,minutia,[maɪˈnjuːʃɪə],[mɪˈnjuːʃɪə],次要的细节，小事,
0,16,15,01,0,07,6,0.555719515,mirage,[ˈmɪrɑːʒ],[məˈrɑʒ],海市蜃楼，幻想,
0,16,15,01,0,08,7,0.480224284,mire,[maɪə],[ˈmaɪə],困境；使陷入困境，拖后腿,
0,16,15,01,0,09,8,0.82621396,mirth,[mɜːθ],[mɜːθ],欢乐，欢笑,
0,16,15,01,0,10,9,0.055333984,misanthropic,[ˌmɪsənˈθrɒpɪk],[ˌmɪsənˈθrɑːpɪk],反人类,
0,16,15,02,1,01,0,0.302803924,misbehaving,[ˌmɪsbɪˈheɪv],[ˌmɪsbɪˈheɪv],调皮的，行为不端的,
0,16,15,02,1,02,1,0.853170326,mischievous,[ˈmɪstʃɪvəs],[ˈmɪstʃɪvəs],调皮的，淘气的,
0,16,15,02,1,03,2,0.248671098,misconstrue,[ˌmɪskənˈstruː],[ˌmɪskənˈstruː],误解，曲解,
0,16,15,02,1,04,3,0.778668113,miscreant,[ˈmɪskriənt],[ˈmɪskriənt],恶棍，罪犯,
0,16,15,02,1,05,4,0.019809561,misdemeanor,[ˌmɪsdɪˈmiːnə],[ˌmɪsdɪˈmiːnə],轻罪,
0,16,15,02,1,06,5,0.453677991,miserly,[ˈmaɪzəli],[ˈmaɪzərli],吝啬的,
0,16,15,02,1,07,6,0.86493823,manacle,[ˈmænəkl],[ˈmænəkl],限制，给...制造困难,
0,16,15,02,1,08,7,0.19373128,misgiving,[ˌmɪsˈɡɪvɪŋ],[ˌmɪsˈɡɪvɪŋ],担忧，忧虑,
0,16,15,02,1,09,8,0.596144209,mishap,[ˈmɪshæp],[ˈmɪshæp],不幸之事,
0,16,15,02,1,10,9,0.48720482,misrepresent,[ˌmɪsˌreprɪˈzent],[ˌmɪsˌreprɪˈzent],误传，篡改,
0,16,15,03,2,01,0,0.744697567,mite,[maɪt],[maɪt],微小的东西，很少的钱,
0,16,15,03,2,02,1,0.939995468,mitigate,[ˈmɪtɪɡeɪt],[ˈmɪtɪɡeɪt],减轻痛苦，使缓和,
0,16,15,03,2,03,2,0.185625323,majestic,[məˈdʒestɪk],[məˈdʒɛstɪk],宏伟壮丽的,
0,16,15,03,2,04,3,0.162593447,mockery,[ˈmɒk(ə)rɪ],[ˈmɑkəri],鄙视，嘲弄；以嘲笑为目的的模仿,
0,16,15,03,2,05,4,0.64633543,moderate,[ˈmɒd(ə)rət],[ˈmɑdərət],使缓和；适度的，中庸的,
0,16,15,03,2,06,5,0.921041315,modicum,[ˈmɒdɪkəm],[ˈmɑːdɪkəm],少量,
0,16,15,03,2,07,6,0.018820041,mollify,[ˈmɒlɪfaɪ],[ˈmɑːlɪfaɪ],平息，抚慰，缓和,
0,16,15,03,2,08,7,0.647611303,mollycoddle,[ˈmɒlikɒdl],[ˈmɑːlikɑːdl],宠爱，溺爱,
0,16,15,03,2,09,8,0.115059436,molt,[məʊlt],[molt],脱(羽、皮等),
0,16,15,03,2,10,9,0.405340849,momentous,[mə(ʊ)ˈmentəs],[moˈmɛntəs],极重要的,
0,16,15,04,3,01,0,0.709883858,momentum,[məˈmentəm],[moˈmɛntəm],动力；势头,
0,16,15,04,3,02,1,0.06939994,mongrel,[ˈmʌŋɡrəl],[ˈmʌŋɡrəl],杂种的，混血儿的,
0,16,15,04,3,03,2,0.952711303,monochromatic,[mɒnə(ʊ)krəˈmætɪk],[ˌmɑnəkrəˈmætɪk],单调无聊的,
0,16,15,04,3,04,3,0.698695406,monologue,[ˈmɒn(ə)lɒg],[ˈmɑnəlɔɡ],独白,
0,16,15,04,3,05,4,0.954679234,monotonous,[məˈnɒt(ə)nəs],[məˈnɑtənəs],无聊的,
0,16,15,04,3,06,5,0.216083038,montage,[ˌmɒnˈtɑːʒ],[ˌmɑːnˈtɑːʒ],大杂烩,
0,16,15,04,3,07,6,0.065974032,moratorium,[ˌmɒrəˈtɔːrɪəm],[ˌmɔrəˈtɔrɪəm],延期，暂缓施行,
0,16,15,04,3,08,7,0.571412401,morbid,[ˈmɔːbɪd],[ˈmɔrbɪd],疾病的，疾病所致的；(思想性格)变态的,
0,16,15,04,3,09,8,0.685754306,mordant,[ˈmɔːd(ə)nt],[ˈmɔrdnt],尖酸刻薄的,
0,16,15,04,3,10,9,0.211222059,moribund,[ˈmɒrɪbʌnd],[ˈmɔːrɪbʌnd],即将过时的,
0,16,15,05,4,01,0,0.054820017,morose,[məˈrəʊs],[məˈros],忧郁的,
0,16,15,05,4,02,1,0.645258109,mosaic,[mə(ʊ)ˈzeɪɪk],[moˈzeɪk],综合物，马赛克般的东西,
0,16,15,05,4,03,2,0.368229942,monolithic,[ˌmɒnəˈlɪθɪk],[ˌmɒnəˈlɪθɪk],大一统的,
0,16,15,05,4,04,3,0.770321046,moth-eaten,moth-eaten,moth-eaten,过时的,
0,16,15,05,4,05,4,0.847779439,motile,[ˈməʊtɪl],[ˈmoʊtɪl],能动的,
0,16,15,05,4,06,5,0.537011068,motivate,[ˈməʊtɪveɪt],[ˈmotəˈvet],刺激，激发,
0,16,15,05,4,07,6,0.689474333,motley,[ˈmɒtli],[ˈmɑːtli],混杂的，富于变化的,
0,16,15,05,4,08,7,0.319041271,mottle,[ˈmɒt(ə)l],[ˈmɑtl],标记上杂色斑点,
0,16,15,05,4,09,8,0.634568718,multifarious,[ˌmʌltɪˈfeəriəs],[ˌmʌltɪˈferiəs],多种多样的,
0,16,15,05,4,10,9,0.436345704,mournful,[ˈmɔːnfʊl],[ˈmɔrnfl],悲伤的,
0,16,15,06,5,01,0,0.533323225,metaphor,[ˈmetəfə],[ˈmɛtəfɔː],暗喻,
0,16,15,06,5,02,1,0.259775473,muddy,[ˈmʌdɪ],[ˈmʌdi],浑浊的，不清晰的；使难以理解,
0,16,15,06,5,03,2,0.762883866,muffle,[ˈmʌf(ə)l],[ˈmʌfl],使消声,
0,16,15,06,5,04,3,0.65471513,mulish,[ˈmjuːlɪʃ],[ˈmjuːlɪʃ],固执的,
0,16,15,06,5,05,4,0.995032921,mumble,[ˈmʌmb(ə)l],[ˈmʌmbl],说话含糊,
0,16,15,06,5,06,5,0.273630188,mundane,[mʌnˈdeɪn],[mʌnˈdeɪn],平凡的,
0,16,15,06,5,07,6,0.127336685,munificent,[mjuːˈnɪfɪsnt],[mjuːˈnɪfɪsnt],慷慨的,
0,16,15,06,5,08,7,0.264063378,murky,[ˈmɜːkɪ],[ˈmɜːki],模糊的，晦涩的,
0,16,15,06,5,09,8,0.131703419,murmur,[ˈmɜːmə],[ˈmɜːmə],低声抱怨，发牢骚,
0,16,15,06,5,10,9,0.642561556,mutate,[mjuːˈteɪt],[ˈmjuːteɪt],(使)改变，(使)变异,
0,16,15,07,6,01,0,0.489046635,mute,[mjuːt],[mjut],不说话的，缄默的,
0,16,15,07,6,02,1,0.099912725,mutter,[ˈmʌtə],[ˈmʌtə],低声抱怨,
0,16,15,07,6,03,2,0.105327071,myopic,[maɪˈɒpɪk],[maɪˈɒpɪk],缺乏远见的，缺乏辨别能力的,
0,16,15,07,6,04,3,0.358857929,myriad,[ˈmɪriəd],[ˈmɪriəd],无限的，大量的,
0,16,15,07,6,05,4,0.67171378,nadir,[ˈneɪdɪə],[ˈnedɪr],最低点,
0,16,15,07,6,06,5,0.071251517,naïve,[naɪˈiːv],[naɪˈiv],天真纯朴的,
0,16,15,07,6,07,6,0.695466864,narcissism,[ˈnɑːsɪsɪzəm],[ˈnɑːrsɪsɪzəm],自恋的,
0,16,15,07,6,08,7,0.445876328,nascent,[ˈnæsnt],[ˈnæsnt],新生的,
0,16,15,07,6,09,8,0.286087178,natty,[ˈnætɪ],[ˈnæti],整洁的，时髦的,
0,16,15,07,6,10,9,0.533307622,nauseate,[ˈnɔːsɪeɪt],[ˈnɔzɪet],(使)厌恶，(使)作呕,
0,16,15,08,7,01,0,0.703950546,nautical,[ˈnɔːtɪk(ə)l],[ˈnɔtɪkl],航海的,
0,16,15,08,7,02,1,0.973517032,naysay,[ˈneɪseɪ],[ˈneɪˌseɪ],拒绝，否认,
0,16,15,08,7,03,2,0.972846135,nebulous,[ˈnebjʊləs],[ˈnɛbjələs],模糊的,
0,16,15,08,7,04,3,0.94963396,needy,[ˈniːdɪ],[ˈnidi],贫穷的,
0,16,15,08,7,05,4,0.916355542,nefarious,[nɪˈfeəriəs],[nɪˈferiəs],极坏的，邪恶的,
0,16,15,08,7,06,5,0.652917247,negation,[nɪˈɡeɪʃn],[nɪˈɡeɪʃn],否定,
0,16,15,08,7,07,6,0.295829669,negligent,[ˈneɡlɪdʒənt],[ˈnɛɡlɪdʒənt],疏忽大意的,
0,16,15,08,7,08,7,0.659689261,negotiate,[nɪˈgəʊʃɪeɪt],[nɪˈɡoʃɪet],商量，谈判,
0,16,15,08,7,09,8,0.325070298,neophyte,[ˈniːə(ʊ)faɪt],[ˈniəfaɪt],初学者，新手,
0,16,15,08,7,10,9,0.955520802,nerve,[nɜːv],[nɜːv],(坚强的)意志，勇气；给予勇气，鼓励,
0,16,15,09,8,01,0,0.314403727,nettle,[ˈnet(ə)l],[ˈnɛtl],惹怒,
0,16,15,09,8,02,1,0.85486567,neutralize,[ˈnjuːtrəlaɪz],[ˈnuːtrəlaɪz],使无效,
0,16,15,09,8,03,2,0.863949886,nexus,[ˈneksəs],[ˈnɛksəs],连结；核心，最重要的地带,
0,16,15,09,8,04,3,0.740080361,nibble,[ˈnɪb(ə)l],[ˈnɪbl],小口咬,
0,16,15,09,8,05,4,0.384961735,nicety,[ˈnaɪsɪtɪ],[ˈnaɪsəti],准确，精准,
0,16,15,09,8,06,5,0.008065949,nil,[nɪl],[nɪl],不存在，零,
0,16,15,09,8,07,6,0.940376927,nip,[nɪp],[nɪp],少量；小口吃喝,
0,16,15,09,8,08,7,0.21744718,nitpick,[ˈnɪtpɪk],[ˈnɪtpɪk],吹毛求疵,
0,16,15,09,8,09,8,0.838724802,nocturnal,[nɒkˈtɜːnl],[nɑːkˈtɜːrnl],夜间的,
0,16,15,09,8,10,9,0.749741028,noisome,[ˈnɔɪsəm],[ˈnɔɪsəm],恶臭的；非常令人厌恶的,
0,16,15,10,9,01,0,0.53183185,nomad,[ˈnəʊmæd],[ˈnomæd],游牧的；居无定所的人,
0,16,15,10,9,02,1,0.939961971,nominal,[ˈnɒmɪn(ə)l],[ˈnɑmɪnl],不重要的,
0,16,15,10,9,03,2,0.820297669,nonchalant,[ˈnɒnʃ(ə)l(ə)nt],[ˌnɑnʃəˈlɑnt],冷漠,
0,16,15,10,9,04,3,0.572557664,nondescript,[ˈnɒndɪskrɪpt],[ˈnɑndɪskrɪpt],平凡的，不吸引人的,
0,16,15,10,9,05,4,0.220389617,nonentity,[nɒˈnentəti],[nɑːˈnentəti],不重要的人,
0,16,15,10,9,06,5,0.492197795,nonplus,[ˌnɒnˈplʌs],[ˌnɒnˈplʌs],使迷惑，使困窘,
0,16,15,10,9,07,6,0.330582782,numinous,[ˈnjuːmɪnəs],[ˈnuːmɪnəs],神秘的，超自然的,
0,16,15,10,9,08,7,0.91708368,notch,[nɒtʃ],[nɑtʃ],通过努力获得,
0,16,15,10,9,09,8,0.334009417,novel,[ˈnɒv(ə)l],[ˈnɑːvl],新奇的,
0,16,15,10,9,10,9,0.91053215,noxious,[ˈnɒkʃəs],[ˈnɑkʃəs],有害的，有毒的；产生强烈厌恶的,
0,17,16,01,0,01,0,0.287028128,nuance,[ˈnjuːɑːns],[ˈnuːɑːns],细微的差异,
0,17,16,01,0,02,1,0.890082389,nudge,[nʌdʒ],[nʌdʒ],说服某人做某事,
0,17,16,01,0,03,2,0.462192188,nugatory,[ˈnjuːɡətəri],[ˈnuːɡətɔːri],无关紧要的,
0,17,16,01,0,04,3,0.410593153,nurture,[ˈnɜːtʃə],[ˈnɜːtʃə],培育，培养,
0,17,16,01,0,05,4,0.585124838,obtrusive,[əbˈtruːsɪv],[əbˈtrusɪv],扎眼的，难看显眼的,
0,17,16,01,0,06,5,0.355965395,obdurate,[ˈɒbdjərət],[ˈɑːbdərət],固执的；冷酷无情的,
0,17,16,01,0,07,6,0.040569124,obedient,[əˈbiːdɪənt],[oˈbidiənt],服从的，顺从的,
0,17,16,01,0,08,7,0.504383488,obeisance,[əʊˈbeɪsns],[oʊˈbiːsns],敬礼，尊重,
0,17,16,01,0,09,8,0.203779865,obfuscate,[ˈɒbfʌskeɪt],[ˈɑːbfʌskeɪt],使困惑，使模糊,
0,17,16,01,0,10,9,0.562264592,obligatory,[əˈblɪgət(ə)rɪ],[əˈblɪɡətɔri],强制性的,
0,17,16,02,1,01,0,0.845094583,obliging,[əˈblaɪdʒɪŋ],[əˈblaɪdʒɪŋ],乐于助人的,
0,17,16,02,1,02,1,0.585994458,oblique,[əˈbliːk],[əˈbliːk],斜的,
0,17,16,02,1,03,2,0.530339338,obliterate,[əˈblɪtəreɪt],[əˈblɪtəreɪt],除去,
0,17,16,02,1,04,3,0.925176282,oblivious,[əˈblɪvɪəs],[əˈblɪvɪəs],不知道的，不知情的,
0,17,16,02,1,05,4,0.814353388,obloquy,[ˈɒbləkwi],[ˈɑːbləkwi],谩骂，诽谤,
0,17,16,02,1,06,5,0.848467678,obscure,[əbˈskjʊə],[əbˈskjʊr],含义模糊的；平凡的，不知名的,
0,17,16,02,1,07,6,0.38627127,obsequious,[əbˈsiːkwiəs],[əbˈsiːkwiəs],谄媚的，奴性的,
0,17,16,02,1,08,7,0.665230027,obsess,[əbˈses],[əbˈsɛs],迷住的，使困扰,
0,17,16,02,1,09,8,0.043563226,obstinate,[ˈɒbstɪnət],[ˈɑbstɪnət],固执的,
0,17,16,02,1,10,9,0.045354565,obstreperous,[əbˈstrep(ə)rəs],[əbˈstrɛpərəs],不听话的，任性的,
0,17,16,03,2,01,0,0.375193116,obstruct,[əbˈstrʌkt],[əbˈstrʌkt],妨碍，给...制造困难,
0,17,16,03,2,02,1,0.177834746,obtuse,[əbˈtjuːs],[əbˈtuːs],愚钝的,
0,17,16,03,2,03,2,0.676083215,obviate,[ˈɒbvieɪt],[ˈɑːbvieɪt],排除，使不必要,
0,17,16,03,2,04,3,0.118811386,occult,[əˈkʌlt],[əˈkʌlt],难以理解的；使隐藏或神秘,
0,17,16,03,2,05,4,0.560638596,odium,[ˈəʊdiəm],[ˈoʊdiəm],憎恶，讨厌,
0,17,16,03,2,06,5,0.732026624,offbeat,[ˌɒfˈbiːt],[ˌɔːfˈbiːt],不平常的,
0,17,16,03,2,07,6,0.678086242,offhand,[ɒfˈhænd],[ˌɔfˈhænd],即兴的，没有准备的,
0,17,16,03,2,08,7,0.089341328,officious,[əˈfɪʃəs],[əˈfɪʃəs],多管闲事的,
0,17,16,03,2,09,8,0.611176135,offish,[ˈɔːfɪʃ],[ˈɔːfɪʃ],冷淡的,
0,17,16,03,2,10,9,0.060322122,off-key,off-key,off-key,不寻常的，不合适的,
0,17,16,04,3,01,0,0.925224347,ominous,[ˈɒmɪnəs],[ˈɑːmɪnəs],凶兆的,
0,17,16,04,3,02,1,0.103569642,omniscient,[ɒmˈnɪsɪənt],[ɑmˈnɪsɪənt],无所不知的,
0,17,16,04,3,03,2,0.381564323,onerous,[ˈəʊn(ə)rəs],[ˈɑnərəs],费时间花心思的,
0,17,16,04,3,04,3,0.357731564,opaque,[ə(ʊ)ˈpeɪk],[oˈpek],晦涩的,
0,17,16,04,3,05,4,0.065916201,opine,[əʊˈpaɪn],[oʊˈpaɪn],表达观点；想，认为,
0,17,16,04,3,06,5,0.960249135,opportune,[ˈɒpətjuːn],[ˌɑːpərˈtuːn],合适的，恰当的,
0,17,16,04,3,07,6,0.706732831,opprobrious,[əˈprəʊbriəs],[əˈprəʊbriəs],辱骂的；臭名昭著的，令人鄙视的,
0,17,16,04,3,08,7,0.752261917,outrageous,[aʊtˈreɪdʒəs],[aʊtˈredʒəs],过分的，难以容忍的；极坏的，极可怕的,
0,17,16,04,3,09,8,0.946597576,orient,[ˈɔːrɪənt],[ˈorɪənt],使确定方向，使熟悉或适应,
0,17,16,04,3,10,9,0.089747218,original,[əˈrɪdʒɪn(ə)l],[əˈrɪdʒənl],创新的；最初的，最早的,
0,17,16,05,4,01,0,0.783400343,orthodox,[ˈɔːθədɒks],[ˈɔrθədɑks],传统的,
0,17,16,05,4,02,1,0.561256115,oscillate,[ˈɒsɪleɪt],[ˈɑːsɪleɪt],犹豫，变化,
0,17,16,05,4,03,2,0.142684631,ossify,[ˈɒsɪfaɪ],[ˈɑːsɪfaɪ],(使)硬化，(使)僵化,
0,17,16,05,4,04,3,0.107179123,ostentatious,[ˌɒstenˈteɪʃəs],[ˌɑstɛnˈteʃəs],炫耀卖弄的,
0,17,16,05,4,05,4,0.633325404,ostracize,[ˈɒstrəsaɪz],[ˈɑːstrəsaɪz],驱逐,
0,17,16,05,4,06,5,0.017168482,oust,[aʊst],[aʊst],驱逐,
0,17,16,05,4,07,6,0.552519451,overweening,[ˌəʊvəˈwiːnɪŋ],[ˌoʊvərˈwiːnɪŋ],傲慢的，专横的,
0,17,16,05,4,08,7,0.299295918,outlandish,[aʊtˈlændɪʃ],[aʊtˈlændɪʃ],古怪的，奇异的,
0,17,16,05,4,09,8,0.704735627,outmaneuver,[ˌaʊtməˈnuːvə],[ˌaʊtməˈnuːvə],以策略取胜,
0,17,16,05,4,10,9,0.769230573,outset,[ˈaʊtset],[ˈaʊtsɛt],开端，开始,
0,17,16,06,5,01,0,0.529855634,outwit,[ˌaʊtˈwɪt],[ˌaʊtˈwɪt],瞒骗，以智取胜,
0,17,16,06,5,02,1,0.755160386,overbearing,[əʊvəˈbeərɪŋ],[ˌovəˈbɛrɪŋ],专横傲慢的,
0,17,16,06,5,03,2,0.269177603,overlap,[əʊvəˈlæp],[ˈovəlæp],(与...)部分重叠,
0,17,16,06,5,04,3,0.708069345,overt,[əʊˈvɜːt],[oˈvɜːt],明显的，公开的,
0,17,16,06,5,05,4,0.101552599,overture,[ˈəʊvətʃʊə(r)],[ˈoʊvərtʃər],前言；序曲,
0,17,16,06,5,06,5,0.239994836,oxymoron,[ˌɒksɪˈmɔːrɒn],[ˌɑːksɪˈmɔːrɑːn],矛盾修饰法,
0,17,16,06,5,07,6,0.75709212,pacify,[ˈpæsɪfaɪ],[ˈpæsɪfaɪ],使平静，安慰,
0,17,16,06,5,08,7,0.631297809,padding,[ˈpædɪŋ],[ˈpædɪŋ],夸张，废话,
0,17,16,06,5,09,8,0.530994705,paean,[ˈpiːən],[ˈpiːən],欢乐颂，赞扬,
0,17,16,06,5,10,9,0.158445113,painstaking,[ˈpeɪnzteɪkɪŋ],[ˈpenztekɪŋ],煞费苦心的,
0,17,16,07,6,01,0,0.159377659,palatable,[ˈpælətəb(ə)l],[ˈpælətəbl],感到愉悦满足的,
0,17,16,07,6,02,1,0.177450132,palatial,[pəˈleɪʃl],[pəˈleɪʃl],宫殿般奢华的,
0,17,16,07,6,03,2,0.808444897,pall,[pɔːl],[pɔl],失去兴趣,
0,17,16,07,6,04,3,0.897957998,palliate,[ˈpælɪeɪt],[ˈpælɪet],平息，减轻,
0,17,16,07,6,05,4,0.294966159,pallid,[ˈpælɪd],[ˈpælɪd],无生气的，缺乏活力的；苍白无血色的,
0,17,16,07,6,06,5,0.907621866,palmy,[ˈpɑːmi],[ˈpɑːmi],繁荣的,
0,17,16,07,6,07,6,0.017653987,palpable,[ˈpælpəbl],[ˈpælpəbl],明显的，易觉察的,
0,17,16,07,6,08,7,0.594673328,palter,[ˈpɔːltə],[ˈpɔːltə],欺骗，讨价还价,
0,17,16,07,6,09,8,0.910259612,paltry,[ˈpɔːltri],[ˈpɔːltri],无价值的，微不足道的,
0,17,16,07,6,10,9,0.930269632,pan,[pæn],[pæn],严厉批评,
0,17,16,08,7,01,0,0.038741952,panache,[pəˈnæʃ],[pəˈnæʃ],炫耀,
0,17,16,08,7,02,1,0.030349155,pandemic,[pænˈdemɪk],[pænˈdɛmɪk],大范围流行的,
0,17,16,08,7,03,2,0.680606996,pandemonium,[ˌpændəˈməʊniəm],[ˌpændəˈmoʊniəm],喧嚣，骚动,
0,17,16,08,7,04,3,0.716386546,panegyric,[ˌpænəˈdʒɪrɪk],[ˌpænəˈdʒɪrɪk],赞颂之词，颂文,
0,17,16,08,7,05,4,0.840878142,panoramic,[ˌpænəˈræmɪk],[ˌpænəˈræmɪk],全景的,
0,17,16,08,7,06,5,0.030156526,provenance,[ˈprɒvənəns],[ˈprɑːvənəns],来源，起源,
0,17,16,08,7,07,6,0.782094513,paradigm,[ˈpærədaɪm],[ˈpærəˈdaɪm],典范，模范,
0,17,16,08,7,08,7,0.851599218,paradise,[ˈpærədaɪs],[ˈpærəˈdaɪs],快乐，狂喜,
0,17,16,08,7,09,8,0.135064709,paradox,[ˈpærədɒks],[ˈpærədɑks],矛盾，悖论,
0,17,16,08,7,10,9,0.282238701,paragon,[ˈpærəɡən],[ˈpærəɡɑːn],优秀模范；把...比作，显示相似,
0,17,16,09,8,01,0,0.61358784,paramount,[ˈpærəmaʊnt],[ˈpærəmaʊnt],最重要的,
0,17,16,09,8,02,1,0.587299724,paranoid,[ˈpærənɔɪd],[ˈpærənɔɪd],多疑的，对他人极端恐惧和怀疑的,
0,17,16,09,8,03,2,0.566698154,paraphrase,[ˈpærəfreɪz],[ˈpærəfreɪz],转述，意译，改写,
0,17,16,09,8,04,3,0.088032642,parch,[pɑːtʃ],[pɑrtʃ],炽，烤，烤干,
0,17,16,09,8,05,4,0.758302719,parenthesis,[pəˈrenθɪsɪs],[pəˈrɛnθəsɪs],间断,
0,17,16,09,8,06,5,0.314618426,pariah,[pəˈraɪə],[pəˈraɪə],被排斥或鄙视的人,
0,17,16,09,8,07,6,0.259528162,parity,[ˈpærɪtɪ],[ˈpærəti],相称，同等，平等,
0,17,16,09,8,08,7,0.748780617,parody,[ˈpærədi],[ˈpærədi],(以嘲笑原作作者的)模仿作品；模仿(以嘲弄),
0,17,16,09,8,09,8,0.306571818,paroxysm,[ˈpærəksɪzəm],[ˈpærəksɪzəm],(政治、社会领域的)大动荡,
0,17,16,09,8,10,9,0.414761715,parrot,[ˈpærət],[ˈpærət],(机械地)模仿，复制,
0,17,16,10,9,01,0,0.73812103,parry,[ˈpærɪ],[ˈpæri],躲避(问题),
0,17,16,10,9,02,1,0.329126979,parsimonious,[ˌpɑːsɪˈməʊnɪəs],[ˌpɑrsəˈmonɪəs],过度节俭的，吝啬的,
0,17,16,10,9,03,2,0.595109309,partial,[ˈpɑːʃ(ə)l],[ˈpɑrʃəl],偏袒的，偏爱的；部分的，不完整的,
0,17,16,10,9,04,3,0.60087765,particularize,[pəˈtɪkjʊləraɪz],[pəˈtɪkjələraɪz],详述,
0,17,16,10,9,05,4,0.568621612,partisan,[ˈpɑːtɪzæn],[ˈpɑrtəzn],有偏见的人；偏袒的,
0,17,16,10,9,06,5,0.01426196,pastiche,[pæˈstiːʃ],[pæˈstiːʃ],(带嘲讽的)模仿；大杂烩,
0,17,16,10,9,07,6,0.604450116,partition,[pɑːˈtɪʃ(ə)n],[pɑrˈtɪʃən],分割，划分,
0,17,16,10,9,08,7,0.548647243,patent,[ˈpæt(ə)nt],[ˈpætnt],显而易见的，明显的；专利,
0,17,16,10,9,09,8,0.190464713,pathological,[ˌpæθəˈlɒdʒɪkl],[ˌpæθəˈlɑːdʒɪkl],不正常的，病态的,
0,17,16,10,9,10,9,0.874006775,patina,[ˈpætɪnə],[pəˈtiːnə],外表；(由内而外散发的)氛围，气场,
0,18,17,01,0,01,0,0.936139309,patrician,[pəˈtrɪʃn],[pəˈtrɪʃn],贵族，名门望族；贵族的，地位高的,
0,18,17,01,0,02,1,0.788693234,patriot,[ˈpætrɪət],[ˈpetrɪət],爱国者,
0,18,17,01,0,03,2,0.912914684,patronize,[ˈpætrəˌnaɪz],[ˈpeɪtrəˌnaɪz],赞助；以高人一等的态度对待,
0,18,17,01,0,04,3,0.627511222,paucity,[ˈpɔːsəti],[ˈpɔːsəti],少量，缺乏,
0,18,17,01,0,05,4,0.137526413,province,[ˈprɒvɪns],[ˈprɑvɪns],职能范围,
0,18,17,01,0,06,5,0.033965078,peck,[pek],[pɛk],大量；(不情愿地)小口咬,
0,18,17,01,0,07,6,0.311981711,pedagogue,[ˈpedəgɒg],[ˈpɛdəɡɑɡ],教育者，老师,
0,18,17,01,0,08,7,0.72794409,pedant,[ˈpednt],[ˈpednt],书呆子，墨守成规之人,
0,18,17,01,0,09,8,0.034755582,predestine,[priːˈdestɪn],[priːˈdestɪn],预先注定,
0,18,17,01,0,10,9,0.352953904,pedestrian,[pəˈdestriən],[pəˈdɛstrɪən],平庸无奇的，令人厌倦的,
0,18,17,02,1,01,0,0.93719312,peep,[piːp],[pip],一瞥,
0,18,17,02,1,02,1,0.284526176,peer,[pɪə],[pɪr],同等地位的人，同辈；好奇地凝视,
0,18,17,02,1,03,2,0.947563781,peeve,[piːv],[piːv],打扰，惹恼,
0,18,17,02,1,04,3,0.303001023,pejorative,[pɪˈdʒɒrətɪv],[pɪˈdʒɔːrətɪv],轻蔑的，贬低的,
0,18,17,02,1,05,4,0.141042351,pellucid,[pəˈluːsɪd],[pəˈluːsɪd],清晰明确的，易懂的,
0,18,17,02,1,06,5,0.257644863,plaintive,[ˈpleɪntɪv],[ˈpleɪntɪv],悲伤的,
0,18,17,02,1,07,6,0.050477681,polymath,[ˈpɒlimæθ],[ˈpɑːlimæθ],学识渊博的人，博学者,
